ConnectionId;Transmitter;Receiver;Simtime;Type;Value1;Value2;Value3;Value4;Value5;Value6
1;0;0;0;Data;0;0;0;0;0;0
1;0;0;5;Data;0;0;0;0;0;0
1;0;0;10;Data;0;0;0;0;0;0
1;0;0;15;Data;0;0;0;0;0;0
1;0;0;20;Data;0;0;0;0;0;0
1;0;0;25;Data;0;0;0;0;0;0
1;0;0;30;Data;0;0;0;0;0;0
1;0;0;35;Data;0;0;0;0;0;0
1;0;0;40;Data;0;0;0;0;0;0
1;0;0;45;Data;0;0;0;0;0;0
1;0;0;50;Data;0;0;0;0;0;0
1;0;0;55;Data;0;0;0;0;0;0
1;0;0;60;Data;0;0;0;0;0;0
1;0;0;65;Data;0;0;0;0;0;0
1;0;0;70;Data;0;0;0;0;0;0
1;0;0;75;Data;0;0;0;0;0;0
1;0;0;80;Data;0;0;0;0;0;0
1;0;0;85;Data;0;0;0;0;0;0
1;0;0;90;Data;0;0;0;0;0;0
1;0;0;95;Data;0;0;0;0;0;0
1;0;0;100;Data;0;0;0;0;0;0
1;0;0;105;Data;0;0;0;0;0;0
1;0;0;110;Data;0;0;0;0;0;0
1;0;0;115;Data;0;0;0;0;0;0
1;0;0;120;Data;0;0;0;0;0;0
1;0;0;125;Data;0;0;0;0;0;0
1;0;0;130;Data;0;0;0;0;0;0
1;0;0;135;Data;0;0;0;0;0;0
1;0;0;140;Data;0;0;0;0;0;0
1;0;0;145;Data;0;0;0;0;0;0
1;0;0;150;Data;0;0;0;0;0;0
1;0;0;155;Data;0;0;0;0;0;0
1;0;0;160;Data;0;0;0;0;0;0
1;0;0;165;Data;0;0;0;0;0;0
1;0;0;170;Data;0;0;0;0;0;0
1;0;0;175;Data;0;0;0;0;0;0
1;0;0;180;Data;0;0;0;0;0;0
1;0;0;185;Data;0;0;0;0;0;0
1;0;0;190;Data;0;0;0;0;0;0
1;0;0;195;Data;0;0;0;0;0;0
1;0;0;200;Data;0;0;0;0;0;0
1;0;0;205;Data;0;0;0;0;0;0
1;0;0;210;Data;0;0;0;0;0;0
1;0;0;215;Data;0;0;0;0;0;0
1;0;0;220;Data;0;0;0;0;0;0
1;0;0;225;Data;0;0;0;0;0;0
1;0;0;230;Data;0;0;0;0;0;0
1;0;0;235;Data;0;0;0;0;0;0
1;0;0;240;Data;0;0;0;0;0;0
1;0;0;245;Data;0;0;0;0;0;0
1;0;0;250;Data;0;0;0;0;0;0
1;0;0;255;Data;0;0;0;0;0;0
1;0;0;260;Data;0;0;0;0;0;0
1;0;0;265;Data;0;0;0;0;0;0
1;0;0;270;Data;0;0;0;0;0;0
1;0;0;275;Data;0;0;0;0;0;0
1;0;0;280;Data;0;0;0;0;0;0
1;0;0;285;Data;0;0;0;0;0;0
1;0;0;290;Data;0;0;0;0;0;0
1;0;0;295;Data;0;0;0;0;0;0
1;0;0;300;Data;0;0;0;0;0;0
1;0;0;305;Data;0;0;0;0;0;0
1;0;0;310;Data;0;0;0;0;0;0
1;0;0;315;Data;0;0;0;0;0;0
1;0;0;320;Data;0;0;0;0;0;0
1;0;0;325;Data;0;0;0;0;0;0
1;0;0;330;Data;0;0;0;0;0;0
1;0;0;335;Data;0;0;0;0;0;0
1;0;0;340;Data;0;0;0;0;0;0
1;0;0;345;Data;0;0;0;0;0;0
1;0;0;350;Data;0;0;0;0;0;0
1;0;0;355;Data;0;0;0;0;0;0
1;0;0;360;Data;0;0;0;0;0;0
1;0;0;365;Data;0;0;0;0;0;0
1;0;0;370;Data;0;0;0;0;0;0
1;0;0;375;Data;0;0;0;0;0;0
1;0;0;380;Data;0;0;0;0;0;0
1;0;0;385;Data;0;0;0;0;0;0
1;0;0;390;Data;0;0;0;0;0;0
1;0;0;395;Data;0;0;0;0;0;0
1;0;0;400;Data;0;0;0;0;0;0
1;0;0;405;Data;0;0;0;0;0;0
1;0;0;410;Data;0;0;0;0;0;0
1;0;0;415;Data;0;0;0;0;0;0
1;0;0;420;Data;0;0;0;0;0;0
